name,mid_lat,mid_lng,crime_rate_normalised,lighting_score,crime_source
Dunbar's Close,55.951736,-3.178816,0.45,0.5,neighbourhood
Duncan Place,55.969594,-3.168127,0.6,0.8,neighbourhood
Duncan Street,55.935206,-3.177639,0.2,0.6,neighbourhood
Dundas Street,55.958267,-3.199806,0.3,0.8,neighbourhood
Dundee Street,55.940622,-3.218158,0.4,0.8,neighbourhood
Dundee Terrace,55.938871,-3.222815,0.15,0.7,neighbourhood
Dundonald Street,55.959189,-3.196852,0.3,0.7,neighbourhood
Dunedin Street,55.965016,-3.192447,0.3,0.7,neighbourhood
Dunlop's Court,55.947473,-3.196611,0.7,0.5,neighbourhood
Dunrobin Place,55.96167,-3.208709,0.12,0.6427,neighbourhood
Dyer's Close,55.948035,-3.191309,0.75,0.4551,neighbourhood
East Adam Street,55.947367,-3.182521,0.75,0.7,neighbourhood
East Broughton Place,55.958426,-3.18662,0.45,0.7,neighbourhood
East Castle Road,55.935564,-3.215665,0.15,0.7,neighbourhood
East Claremont Street,55.96263,-3.191669,0.3,0.7,neighbourhood
East Crosscauseway,55.943893,-3.181961,0.75,0.7,neighbourhood
East Entry,55.949497,-3.193918,0.7,0.5,neighbourhood
East Fettes Avenue,55.96455,-3.222231,0.12,0.8,neighbourhood
East Fountainbridge,55.945366,-3.203515,0.68,0.7827,neighbourhood
East Hermitage Place,55.969624,-3.16192,0.6,0.8,neighbourhood
East London Street,55.959815,-3.188164,0.3,0.7,neighbourhood
East Market Street,55.951477,-3.185097,0.75,0.6,neighbourhood
East Mayfield,55.934371,-3.171455,0.2,0.7,neighbourhood
East Montgomery Place,55.959678,-3.176446,0.45,0.7,neighbourhood
East Newington Place,55.938591,-3.177926,0.2,0.55,neighbourhood
East Parkside,55.941659,-3.173645,0.2,0.658,neighbourhood
East Preston Street,55.939388,-3.177508,0.2,0.9,neighbourhood
East Preston Street Lane,55.939013,-3.178256,0.2,0.55,neighbourhood
East Sciennes Street,55.938506,-3.181919,0.2,0.7,neighbourhood
East Scotland Street Lane,55.959907,-3.193868,0.3,0.7,neighbourhood
East Silvermills Lane,55.959528,-3.203483,0.12,0.75,neighbourhood
East Suffolk Road,55.930601,-3.168167,0.2,0.7,neighbourhood
Easter Dalry Drive,55.943852,-3.222117,0.35,0.7,neighbourhood
Easter Dalry Place,55.94388,-3.223073,0.35,0.6006,neighbourhood
Easter Dalry Rigg,55.943369,-3.222975,0.35,0.5933,neighbourhood
Easter Dalry Road,55.943639,-3.221225,0.35,0.7,neighbourhood
Easter Dalry Wynd,55.944308,-3.220898,0.35,0.7,neighbourhood
Easter Hermitage,55.966411,-3.157571,0.6,0.6728,neighbourhood
Easter Road,55.962689,-3.17072,0.45,0.8,neighbourhood
Eden Lane,55.930449,-3.203829,0.1,0.55,neighbourhood
Eden Terrace,55.930878,-3.204109,0.1,0.7,neighbourhood
Edina Place,55.959351,-3.170317,0.45,0.617,neighbourhood
Edina Street,55.959698,-3.172191,0.45,0.7,neighbourhood
Eglinton Crescent,55.948037,-3.221508,0.35,0.7,neighbourhood
Eildon Street,55.966364,-3.201195,0.12,0.7,neighbourhood
Eildon Terrace,55.966869,-3.202763,0.12,0.7,neighbourhood
Elder Street,55.955136,-3.190209,0.3,0.6321,neighbourhood
Elgar Court,55.93302,-3.219186,0.15,0.7,neighbourhood
Elgin Street,55.959656,-3.174595,0.45,0.7,neighbourhood
Elgin Street North,55.960508,-3.173034,0.45,0.55,neighbourhood
Elgin Terrace,55.95977,-3.172797,0.45,0.7,neighbourhood
Elliot Street,55.96205,-3.173143,0.45,0.6466,neighbourhood
Elm Place,55.96891,-3.16262,0.6,0.7,neighbourhood
Elm Row,55.958788,-3.183483,0.45,0.55,neighbourhood
Elsie Inglis Way,55.956237,-3.166518,0.45,0.7,neighbourhood
Eric Liddell Way,55.936835,-3.204237,0.2,0.5,neighbourhood
Esdaile Bank,55.932155,-3.192,0.15,0.55,neighbourhood
Esdaile Park,55.9314,-3.192126,0.15,0.55,neighbourhood
Eton Terrace,55.954681,-3.213619,0.1,0.7,neighbourhood
Ettrick Grove,55.935422,-3.215037,0.15,0.7,neighbourhood
Ettrick Loan,55.933718,-3.219558,0.15,0.7,neighbourhood
Ettrick Road,55.93367,-3.22036,0.15,0.7,neighbourhood
Ettrickdale Place,55.96189,-3.205323,0.12,0.6118,neighbourhood
Eyre Crescent,55.961392,-3.199471,0.3,0.7,neighbourhood
Eyre Place,55.961329,-3.198728,0.3,0.85,neighbourhood
Eyre Place Lane,55.961558,-3.197172,0.3,0.7,neighbourhood
Eyre Terrace,55.960467,-3.199665,0.3,0.7,neighbourhood
Fairholm Mews,55.931827,-3.203783,0.2,0.7,neighbourhood
Falcon Avenue,55.930111,-3.207572,0.1,0.7,neighbourhood
Falcon Gardens,55.930568,-3.205465,0.1,0.7,neighbourhood
Ferry Road,55.969582,-3.225214,0.12,0.9,neighbourhood
Fettes Rise,55.967769,-3.222751,0.12,0.6451,neighbourhood
Fettes Row,55.959143,-3.201201,0.3,0.7,neighbourhood
Findhorn Place,55.933684,-3.180196,0.2,0.7,neighbourhood
Findlay Avenue,55.963873,-3.150179,0.6,0.7,neighbourhood
Findlay Cottages,55.965285,-3.149831,0.6,0.5,neighbourhood
Findlay Court,55.955397,-3.194314,0.3,0.5,neighbourhood
Findlay Gardens,55.964664,-3.147941,0.6,0.7,neighbourhood
Findlay Grove,55.963287,-3.148112,0.6,0.5,neighbourhood
Findlay Medway,55.964313,-3.148999,0.6,0.7,neighbourhood
Fingal Place,55.939507,-3.190835,0.25,0.7,neighbourhood
Fingzies Place,55.969114,-3.162228,0.6,0.7,neighbourhood
Fisher's Close,55.949071,-3.193251,0.7,0.45,neighbourhood
Flaxmill Place,55.969474,-3.186396,0.6,0.5529,neighbourhood
Fleming Place,55.966623,-3.148002,0.6,0.7,neighbourhood
Fleshmarket Close,55.950664,-3.188694,0.75,0.4693,neighbourhood
Forbes Road,55.935557,-3.207389,0.2,0.7,neighbourhood
Forbes Street,55.9436,-3.179372,0.25,0.6581,neighbourhood
Forkenford,55.936412,-3.144242,0.2,0.7,neighbourhood
Forres Street,55.953774,-3.207751,0.12,0.7,neighbourhood
Forrest Hill,55.94602,-3.191505,0.75,0.55,neighbourhood
Forrest Road,55.945912,-3.191063,0.75,0.6981,neighbourhood
Forsyth's Close,55.952294,-3.176233,0.45,0.5,neighbourhood
Forth Street,55.957803,-3.187407,0.3,0.7,neighbourhood
Fountain Close,55.950258,-3.18479,0.75,0.4787,neighbourhood
Fountainbridge,55.942933,-3.210487,0.4,0.8,neighbourhood
Fountainbridge Square,55.943107,-3.208365,0.4,0.642,neighbourhood
Fountainhall Court,55.932561,-3.178572,0.2,0.55,neighbourhood
Fountainhall Road,55.931736,-3.181779,0.2,0.7,neighbourhood
Fowler Terrace,55.939246,-3.219927,0.15,0.7,neighbourhood
Frederick Street,55.954346,-3.201232,0.3,0.6,neighbourhood
Freer Gait,55.942419,-3.210558,0.4,0.75,neighbourhood
Freer Street,55.942857,-3.209737,0.4,0.7,neighbourhood
Gabriel's Road,55.953745,-3.19018,0.3,0.5,neighbourhood
Galloways Entry,55.952379,-3.176074,0.45,0.55,neighbourhood
Gardner's Crescent,55.94467,-3.209622,0.4,0.7,neighbourhood
Gayfield Close,55.958931,-3.185947,0.45,0.7,neighbourhood
Gayfield Place Lane,55.959403,-3.184349,0.45,0.45,neighbourhood
Gayfield Square,55.959195,-3.185622,0.45,0.7,neighbourhood
Gayfield Street,55.959,-3.186629,0.45,0.7,neighbourhood
Gayfield Street Lane,55.95908,-3.187015,0.45,0.7,neighbourhood
Geddes' Entry,55.950162,-3.189187,0.75,0.5,neighbourhood
General Maczek Walk,55.940343,-3.199451,0.5,0.5,neighbourhood
Gentle's Entry,55.950964,-3.178063,0.45,0.5204,neighbourhood
George IV Bridge,55.948107,-3.191888,0.75,0.8,neighbourhood
George Square,55.943621,-3.188881,0.35,0.6812,neighbourhood
George Square Lane,55.942887,-3.190227,0.35,0.6,neighbourhood
Gibb's Close,55.950701,-3.183304,0.75,0.5,neighbourhood
Gibb's Entry,55.944689,-3.183252,0.75,0.6091,neighbourhood
Gibson Street,55.968665,-3.185842,0.6,0.7,neighbourhood
Gibson Terrace,55.940042,-3.21686,0.4,0.6533,neighbourhood
Gifford Park,55.941877,-3.183269,0.25,0.7,neighbourhood
Gillespie Crescent,55.940288,-3.205734,0.5,0.7,neighbourhood
Gillespie Place,55.940642,-3.203703,0.5,0.9,neighbourhood
Gillsland Park,55.931752,-3.220217,0.15,0.7,neighbourhood
Gillsland Road,55.932659,-3.222394,0.15,0.7,neighbourhood
Gilmore Park,55.941826,-3.211915,0.4,0.6,neighbourhood
Gilmore Place,55.940652,-3.209155,0.4,0.8,neighbourhood
Gilmour Street,55.944877,-3.182073,0.75,0.7,neighbourhood
Gilmour's Close,55.947261,-3.194838,0.7,0.45,neighbourhood
Gilmour's Entry,55.94466,-3.181888,0.75,0.55,neighbourhood
Gladstone Court,55.951382,-3.180525,0.45,0.6,neighbourhood
Gladstone Place,55.969906,-3.159137,0.6,0.8,neighbourhood
Gladstone Terrace,55.938717,-3.185322,0.25,0.7,neighbourhood
Glen Street,55.94385,-3.201602,0.5,0.5089,neighbourhood
Glencairn Crescent,55.947839,-3.221665,0.35,0.7,neighbourhood
Glengyle Terrace,55.940876,-3.202259,0.5,0.7,neighbourhood
Glenlee Avenue,55.953055,-3.149055,0.45,0.7,neighbourhood
Glenlee Gardens,55.952774,-3.149755,0.45,0.7,neighbourhood
Glenogle House,55.962014,-3.206261,0.12,0.5,neighbourhood
Glenogle Place,55.961723,-3.206193,0.12,0.5,neighbourhood
Glenogle Road,55.961459,-3.205819,0.12,0.7,neighbourhood
Glenogle Terrace,55.962292,-3.206375,0.12,0.5,neighbourhood
Glenorchy Terrace,55.931854,-3.174032,0.2,0.7,neighbourhood
Gloucester Lane,55.955332,-3.206802,0.12,0.7,neighbourhood
Gloucester Square,55.955845,-3.207158,0.12,0.55,neighbourhood
Gloucester Street,55.957007,-3.207819,0.12,0.7,neighbourhood
Goldenacre Terrace,55.969763,-3.207244,0.12,0.7,neighbourhood
Gordon Street,55.968251,-3.169938,0.6,0.7,neighbourhood
Gorgie Road,55.938873,-3.228104,0.15,0.9,neighbourhood
Grange Court,55.937382,-3.181388,0.2,0.55,neighbourhood
Grange Crescent,55.932231,-3.186199,0.15,0.7,neighbourhood
Grange Loan,55.931908,-3.186333,0.15,0.7071,neighbourhood
Grange Loan Gardens,55.931321,-3.190246,0.15,0.7,neighbourhood
Grange Road,55.936223,-3.185187,0.2,0.8,neighbourhood
Granny's Green Steps,55.94753,-3.198123,0.65,0.45,neighbourhood
Grantully Place,55.934857,-3.1745,0.2,0.55,neighbourhood
Granville Terrace,55.938273,-3.215164,0.15,0.8,neighbourhood
Grassmarket,55.947419,-3.196213,0.7,0.7625,neighbourhood
Gray's Loan,55.930435,-3.225314,0.15,0.6432,neighbourhood
Great King Street,55.957811,-3.199612,0.3,0.7,neighbourhood
Great Stuart Street,55.953071,-3.210429,0.1,0.7217,neighbourhood
Green Street,55.961614,-3.18853,0.3,0.7,neighbourhood
Greenhill Gardens,55.934224,-3.205399,0.2,0.763,neighbourhood
Greenhill Park,55.93354,-3.208383,0.2,0.7,neighbourhood
Greenhill Place,55.93436,-3.203477,0.2,0.7,neighbourhood
Greenhill Terrace,55.935437,-3.202871,0.2,0.7,neighbourhood
Greenside,55.95683,-3.182943,0.45,0.45,neighbourhood
Greenside End,55.957353,-3.183412,0.45,0.55,neighbourhood
Greenside Lane,55.957045,-3.184498,0.45,0.6,neighbourhood
Greenside Path,55.956338,-3.182842,0.45,0.5,neighbourhood
Greenside Place,55.955704,-3.186003,0.45,0.5,neighbourhood
Greenside Row,55.95603,-3.184726,0.45,0.6,neighbourhood
Greyfriars,55.946678,-3.191522,0.75,0.55,neighbourhood
Greyfriars Place,55.946532,-3.191012,0.75,0.8,neighbourhood
Grindlay Street,55.946701,-3.204106,0.68,0.7,neighbourhood
Grindlay Street Court,55.946281,-3.204481,0.68,0.55,neighbourhood
Grosvenor Gardens,55.946635,-3.22002,0.35,0.5628,neighbourhood
Grove Street,55.944485,-3.211997,0.4,0.7,neighbourhood
Grove Terrace,55.944913,-3.21242,0.4,0.5,neighbourhood
Gullan's Close,55.950014,-3.183051,0.75,0.5403,neighbourhood
Gumley Place,55.967467,-3.146757,0.6,0.7,neighbourhood
Guthrie Street,55.948199,-3.188285,0.75,0.6,neighbourhood
Haddon's Court,55.944315,-3.183125,0.75,0.6584,neighbourhood
Hailes Street,55.941283,-3.204978,0.5,0.7,neighbourhood
Halmyre Street,55.966976,-3.170893,0.6,0.7,neighbourhood
Hamilton Place,55.958832,-3.207623,0.12,0.85,neighbourhood
Hamilton's Folly Mews,55.943344,-3.180056,0.25,0.7,neighbourhood
Hammermen's Entry,55.950503,-3.178723,0.45,0.5009,neighbourhood
Hampton Place,55.944919,-3.227887,0.35,0.7,neighbourhood
Harden Place,55.936909,-3.220093,0.15,0.7,neighbourhood
Hardwell Close,55.94437,-3.181789,0.75,0.7,neighbourhood
Harrismith Place,55.961431,-3.169216,0.45,0.7,neighbourhood
Harrison Gardens,55.934269,-3.228042,0.15,0.7,neighbourhood
Harrison Lane,55.935134,-3.225319,0.15,0.55,neighbourhood
Harrison Place,55.934481,-3.22829,0.15,0.7,neighbourhood
Harrison Road,55.935309,-3.225939,0.15,0.8,neighbourhood
Hart Street,55.958231,-3.188088,0.3,0.7,neighbourhood
Hart Street Lane,55.958059,-3.188264,0.3,0.55,neighbourhood
Hartington Gardens,55.937674,-3.210425,0.2,0.55,neighbourhood
Hartington Place,55.938014,-3.21135,0.4,0.5,neighbourhood
Hastie's Close,55.948407,-3.187579,0.75,0.4551,neighbourhood
Hatters Lane,55.966026,-3.192136,0.3,0.6041,neighbourhood
Hatton Place,55.937545,-3.188765,0.15,0.7,neighbourhood
Haugh Street,55.958557,-3.20903,0.12,0.709,neighbourhood
Hawkhill,55.963755,-3.159155,0.45,0.6593,neighbourhood
Hawkhill Avenue,55.963169,-3.16304,0.45,0.6,neighbourhood
Hawkhill Close,55.962497,-3.163578,0.45,0.7,neighbourhood
Hawthornbank Lane,55.951547,-3.217606,0.1,0.6341,neighbourhood
Hawthornden Place,55.965346,-3.181331,0.45,0.5833,neighbourhood
Haymarket,55.945981,-3.217792,0.35,0.9,neighbourhood
Haymarket Terrace,55.945923,-3.221259,0.35,0.9,neighbourhood
Haymarket Yards,55.945051,-3.222126,0.35,0.6,neighbourhood
Henderson Place,55.959814,-3.202011,0.3,0.6293,neighbourhood
Henderson Place Lane,55.959891,-3.202893,0.3,0.7,neighbourhood
Henderson Row,55.960178,-3.203814,0.12,0.85,neighbourhood
Henderson Terrace,55.939089,-3.22484,0.15,0.8,neighbourhood
Heriot Bridge,55.947139,-3.195511,0.7,0.6,neighbourhood
Heriot Hill Terrace,55.962483,-3.195142,0.3,0.6791,neighbourhood
Heriot Mount,55.944973,-3.178879,0.75,0.4645,neighbourhood
Heriot Place,55.945389,-3.195628,0.7,0.7,neighbourhood
Heriot Row,55.955593,-3.200575,0.3,0.8,neighbourhood
Hermitage Park,55.965833,-3.16217,0.6,0.7,neighbourhood
Hermitage Park Grove,55.9653,-3.160064,0.6,0.6411,neighbourhood
Hermitage Park Lea,55.965221,-3.162479,0.6,0.7,neighbourhood
Hermitage Park South,55.965968,-3.160725,0.6,0.7,neighbourhood
Hermitage Place,55.96917,-3.165586,0.6,0.8,neighbourhood
Hermits Croft,55.942405,-3.177277,0.25,0.7,neighbourhood
High Riggs,55.944873,-3.20259,0.5,0.6535,neighbourhood
High School Wynd,55.948686,-3.185141,0.75,0.6,neighbourhood
High School Yards,55.948856,-3.184186,0.75,0.6221,neighbourhood
High Street,55.950101,-3.188068,0.75,0.7347,neighbourhood
Hill Place,55.946288,-3.184256,0.75,0.7,neighbourhood
Hill Square,55.946654,-3.184184,0.75,0.7,neighbourhood
Hill Street,55.953443,-3.202377,0.3,0.7,neighbourhood
Hill Street North Lane,55.953633,-3.202467,0.3,0.55,neighbourhood
Hill Street South Lane,55.95325,-3.202257,0.3,0.55,neighbourhood
Hillside Crescent,55.9581,-3.178069,0.45,0.7,neighbourhood
Hillside Street,55.958836,-3.178025,0.45,0.7,neighbourhood
Holyrood Gait,55.950368,-3.175387,0.45,0.8,neighbourhood
Holyrood Park Road,55.94044,-3.17293,0.2,0.8,neighbourhood
Holyrood Road,55.950023,-3.179129,0.45,0.7779,neighbourhood
Hope Park Crescent,55.940872,-3.182851,0.25,0.8,neighbourhood
Hope Park Square,55.94205,-3.186032,0.25,0.5,neighbourhood
Hope Park Terrace,55.940672,-3.181835,0.25,0.8,neighbourhood
Hope Street Lane,55.950743,-3.207097,0.65,0.55,neighbourhood
Hope Terrace,55.933261,-3.196984,0.2,0.7,neighbourhood
Hopetoun Court,55.94438,-3.205323,0.68,0.5,neighbourhood
Hopetoun Crescent,55.961468,-3.183584,0.45,0.7,neighbourhood
Hopetoun Street,55.962304,-3.185628,0.45,0.6875,neighbourhood
Horne Terrace,55.939914,-3.214093,0.4,0.67,neighbourhood
Horse Wynd,55.952682,-3.174399,0.45,0.8,neighbourhood
Howden Street,55.944293,-3.182411,0.75,0.7,neighbourhood
Howe Street,55.956681,-3.202497,0.3,0.7244,neighbourhood
Hugh Miller Place,55.961513,-3.211023,0.12,0.7,neighbourhood
Hughes Close,55.966493,-3.1959,0.3,0.56,neighbourhood
Hume Walk,55.955376,-3.183481,0.45,0.4976,neighbourhood
Hunter Square,55.949693,-3.187464,0.75,0.6,neighbourhood
Hunter's Close,55.947601,-3.194526,0.7,0.5,neighbourhood
Huntingdon Place,55.961011,-3.183249,0.45,0.6244,neighbourhood
Huntly Street,55.962543,-3.199204,0.3,0.85,neighbourhood
Hutton Road,55.951146,-3.176937,0.45,0.6,neighbourhood
Hyndford's Close,55.950266,-3.185209,0.75,0.5,neighbourhood
Inchkeith Court,55.963132,-3.180298,0.45,0.55,neighbourhood
India Place,55.956717,-3.20853,0.12,0.6737,neighbourhood
India Street,55.955952,-3.205864,0.12,0.6275,neighbourhood
Industrial Road,55.969317,-3.161937,0.6,0.7,neighbourhood
Infirmary Street,55.948129,-3.185587,0.75,0.6,neighbourhood
Inglis Court,55.946725,-3.198154,0.7,0.55,neighbourhood
Inverleith Avenue South,55.968757,-3.208622,0.12,0.7,neighbourhood
Inverleith Grove,55.965234,-3.220884,0.12,0.55,neighbourhood
Inverleith Place,55.966519,-3.214312,0.12,0.7,neighbourhood
Inverleith Place Lane,55.96759,-3.207757,0.12,0.7,neighbourhood
Inverleith Row,55.966353,-3.204248,0.12,0.85,neighbourhood
Inverleith Terrace,55.963147,-3.206715,0.12,0.7,neighbourhood
Inverleith Terrace Lane,55.963271,-3.202992,0.12,0.55,neighbourhood
Iona Street,55.963594,-3.174122,0.45,0.7048,neighbourhood
Iona Street Lane,55.963961,-3.174767,0.45,0.55,neighbourhood
Jackson's Close,55.95029,-3.188699,0.75,0.5,neighbourhood
Jackson's Entry,55.950876,-3.177644,0.45,0.5,neighbourhood
Jacob's Ladder,55.953,-3.18239,0.45,0.45,neighbourhood
Jamaica Mews,55.955821,-3.203915,0.3,0.4859,neighbourhood
Jamaica Street,55.956034,-3.202547,0.3,0.7,neighbourhood
Jamaica Street North Lane,55.956066,-3.204094,0.3,0.7,neighbourhood
Jamaica Street South Lane,55.955612,-3.203804,0.3,0.7,neighbourhood
Jamaica Street West,55.955571,-3.205264,0.3,0.7,neighbourhood
James Craig Walk,55.954112,-3.188844,0.3,0.75,neighbourhood
James Gall Wynd,55.930235,-3.173151,0.2,0.5816,neighbourhood
Jameson Place,55.965659,-3.174874,0.6,0.7,neighbourhood
Jane Street,55.969467,-3.174169,0.6,0.5927,neighbourhood
Jawbone Walk,55.941523,-3.193132,0.35,0.5,neighbourhood
Jeffrey Street,55.951223,-3.18572,0.75,0.8,neighbourhood
Jex Blake Drive,55.956226,-3.166111,0.45,0.7,neighbourhood
Johnston Terrace,55.947983,-3.198133,0.65,0.6254,neighbourhood
Jollie's Close,55.948973,-3.195125,0.7,0.5,neighbourhood
Keir Street,55.945612,-3.197244,0.7,0.7,neighbourhood
Kemp Place,55.961762,-3.207297,0.12,0.6526,neighbourhood
Kenmure Avenue,55.953357,-3.14831,0.45,0.7,neighbourhood
Kennedy Walk,55.945288,-3.202848,0.68,0.6,neighbourhood
Kerr Street,55.957726,-3.208242,0.12,0.8148,neighbourhood
Kilgraston Court,55.934146,-3.19398,0.15,0.55,neighbourhood
Kilgraston Road,55.932893,-3.193118,0.15,0.8,neighbourhood
Kilmaurs Road,55.934547,-3.165908,0.2,0.7,neighbourhood
Kilmaurs Terrace,55.934304,-3.166591,0.2,0.7,neighbourhood
King's Meadow,55.933065,-3.155203,0.2,0.7,neighbourhood
King's Stables Lane,55.946932,-3.200327,0.65,0.55,neighbourhood
King's Stables Road,55.947655,-3.201289,0.65,0.6,neighbourhood
Kinnear Rise,55.96842,-3.218,0.12,0.6572,neighbourhood
Kinnear Road,55.96793,-3.21815,0.12,0.7,neighbourhood
Kirkhill Drive,55.93509,-3.162447,0.2,0.7,neighbourhood
Kirkhill Gardens,55.935643,-3.164181,0.2,0.7,neighbourhood
Kirkhill Road,55.935228,-3.165246,0.2,0.7,neighbourhood
Kirkhill Terrace,55.935948,-3.163147,0.2,0.7,neighbourhood
Kitchen Service Road,55.961596,-3.225907,0.12,0.55,neighbourhood
Kittle Yards,55.935539,-3.180491,0.2,0.55,neighbourhood
Kyle Place,55.956579,-3.171405,0.45,0.55,neighbourhood
Lady Lawson Street,55.945884,-3.20068,0.68,0.6,neighbourhood
Lady Nairne Crescent,55.945073,-3.141792,0.45,0.7,neighbourhood
Lady Nairne Grove,55.946137,-3.142142,0.45,0.7,neighbourhood
Lady Nairne Loan,55.946608,-3.141281,0.45,0.7,neighbourhood
Lady Nairne Place,55.945581,-3.141585,0.45,0.7,neighbourhood
Lady Stair's Close,55.949656,-3.193659,0.7,0.4703,neighbourhood
Lady Wynd,55.946964,-3.198546,0.7,0.5119,neighbourhood
Ladyfield,55.946053,-3.208887,0.68,0.75,neighbourhood
Lamb's Close,55.944023,-3.181644,0.75,0.55,neighbourhood
Lansdowne Crescent,55.947465,-3.217994,0.35,0.7,neighbourhood
Latta Place,55.96707,-3.145698,0.6,0.6515,neighbourhood
Lauder Road,55.934679,-3.186376,0.15,0.7,neighbourhood
Lauderdale Street,55.936386,-3.19893,0.2,0.7,neighbourhood
Laurel Terrace,55.93617,-3.228491,0.15,0.7,neighbourhood
Lauriston Gardens,55.943552,-3.199268,0.5,0.7,neighbourhood
Lauriston Park,55.94379,-3.200892,0.5,0.6411,neighbourhood
Lauriston Street,55.945194,-3.200934,0.5,0.6,neighbourhood
Lauriston Terrace,55.944719,-3.195057,0.35,0.45,neighbourhood
Lawnmarket,55.949333,-3.193216,0.7,0.7069,neighbourhood
Lawrie Reilly Place,55.959702,-3.166718,0.45,0.6494,neighbourhood
Leamington Place,55.939726,-3.208545,0.4,0.7,neighbourhood
Leamington Road,55.940943,-3.210518,0.4,0.7,neighbourhood
Leamington Terrace,55.939157,-3.208052,0.4,0.7,neighbourhood
Leamington Walk,55.940197,-3.195203,0.35,0.5,neighbourhood
Learmonth Avenue,55.9586,-3.222626,0.1,0.7,neighbourhood
Learmonth Avenue South,55.955669,-3.2206,0.1,0.7,neighbourhood
Learmonth Crescent,55.957712,-3.223373,0.1,0.7,neighbourhood
Learmonth Gardens,55.956658,-3.219379,0.1,0.6873,neighbourhood
Learmonth Gardens Lane,55.95707,-3.21925,0.1,0.55,neighbourhood
Learmonth Gardens Mews,55.956712,-3.215982,0.12,0.7,neighbourhood
Learmonth Grove,55.95792,-3.220639,0.1,0.7,neighbourhood
Learmonth Park,55.958358,-3.221688,0.1,0.7,neighbourhood
Learmonth Place,55.957344,-3.218645,0.12,0.7,neighbourhood
Learmonth Terrace,55.955441,-3.218239,0.1,0.7268,neighbourhood
Learmonth Terrace Lane,55.955944,-3.218492,0.1,0.5151,neighbourhood
Learmonth View,55.955928,-3.217809,0.1,0.7,neighbourhood
Leith Walk,55.958209,-3.184631,0.45,0.7,neighbourhood
Lennox Street Lane,55.955377,-3.214418,0.12,0.55,neighbourhood
Leslie Place,55.957966,-3.210482,0.12,0.7,neighbourhood
Leven Terrace,55.941657,-3.20097,0.5,0.7,neighbourhood
Leven's Close,55.941314,-3.203627,0.5,0.5,neighbourhood
Liddesdale Place,55.961965,-3.203878,0.12,0.6091,neighbourhood
Lilyhill Terrace,55.953727,-3.152404,0.45,0.7,neighbourhood
Lindean Place,55.969112,-3.160481,0.6,0.7,neighbourhood
Lindsay Place,55.946603,-3.190883,0.75,0.8,neighbourhood
Links Gardens,55.969872,-3.160148,0.6,0.8,neighbourhood
Lismore Avenue,55.953909,-3.151794,0.45,0.7,neighbourhood
Lismore Crescent,55.953731,-3.150941,0.45,0.7,neighbourhood
Little King Street,55.955785,-3.187475,0.45,0.55,neighbourhood
Livingstone Place,55.938711,-3.18678,0.25,0.7,neighbourhood
Loaning Crescent,55.961183,-3.145698,0.45,0.7,neighbourhood
Loaning Mills,55.959334,-3.14895,0.45,0.55,neighbourhood
Loaning Road,55.959913,-3.146013,0.45,0.7,neighbourhood
Lochend Avenue,55.963215,-3.156505,0.45,0.7,neighbourhood
Lochend Butterfly Way,55.960871,-3.163223,0.45,0.6715,neighbourhood
Lochend Castle Barns,55.961059,-3.158875,0.45,0.663,neighbourhood
Lochend Close,55.952274,-3.178243,0.45,0.62,neighbourhood
Lochend Crescent,55.960181,-3.151976,0.45,0.7,neighbourhood
Lochend Drive,55.960612,-3.154575,0.45,0.7,neighbourhood
Lochend Gardens,55.961033,-3.15653,0.45,0.7,neighbourhood
Lochend Grove,55.96044,-3.153078,0.45,0.7,neighbourhood
Lochend Park,55.962522,-3.161169,0.45,0.7,neighbourhood
Lochend Park View,55.959671,-3.163149,0.45,0.6384,neighbourhood
Lochend Quadrant,55.960229,-3.153402,0.45,0.7,neighbourhood
Lochend Road,55.966058,-3.163865,0.6,0.8,neighbourhood
Lochend Road South,55.961357,-3.15848,0.45,0.8,neighbourhood
Lochend Square,55.962462,-3.155303,0.45,0.7,neighbourhood
Lochrin Basin Lane,55.941846,-3.207485,0.4,0.55,neighbourhood
Lochrin Place,55.942416,-3.205072,0.5,0.7,neighbourhood
Lochrin Square,55.943496,-3.208275,0.4,0.5,neighbourhood
Logan Street,55.961126,-3.197901,0.3,0.7,neighbourhood
Loganlea Avenue,55.95816,-3.142926,0.45,0.7,neighbourhood
Loganlea Drive,55.958877,-3.145034,0.45,0.7,neighbourhood
Loganlea Gardens,55.958662,-3.147649,0.45,0.7,neighbourhood
Loganlea Loan,55.958113,-3.140935,0.45,0.7,neighbourhood
Loganlea Place,55.957917,-3.144891,0.45,0.7,neighbourhood
Loganlea Road,55.958599,-3.141149,0.45,0.7,neighbourhood
Loganlea Terrace,55.959256,-3.141866,0.45,0.7,neighbourhood
Logie Green Gardens,55.964663,-3.196948,0.3,0.7,neighbourhood
Logie Green Loan,55.964221,-3.196355,0.3,0.7,neighbourhood
Logie Green Road,55.964764,-3.196419,0.3,0.7,neighbourhood
Logie Mill,55.965499,-3.194602,0.3,0.5486,neighbourhood
London Road,55.956866,-3.167906,0.45,0.8626,neighbourhood
London Street,55.959025,-3.192422,0.3,0.7,neighbourhood
Lonsdale Terrace,55.942358,-3.199141,0.5,0.7,neighbourhood
Lord's Row,55.952466,-3.223813,0.1,0.5,neighbourhood
Lorne Place,55.966599,-3.173761,0.6,0.55,neighbourhood
Lorne Square,55.96602,-3.173769,0.6,0.7,neighbourhood
