name,mid_lat,mid_lng,crime_rate_normalised,lighting_score,crime_source
Saxe-Coburg Place,55.960524,-3.208727,0.12,0.7,neighbourhood
Saxe-Coburg Street,55.960509,-3.207545,0.12,0.5849,neighbourhood
Sciennes,55.938737,-3.182637,0.2,0.7,neighbourhood
Sciennes Gardens,55.937387,-3.182706,0.2,0.7,neighbourhood
Sciennes Hill Place,55.937333,-3.1822,0.2,0.7,neighbourhood
Sciennes House Place,55.93774,-3.181739,0.2,0.7,neighbourhood
Sciennes Place,55.938997,-3.182421,0.2,0.7,neighbourhood
Sciennes Road,55.937968,-3.186921,0.15,0.7074,neighbourhood
Scone Gardens,55.954487,-3.151876,0.45,0.7,neighbourhood
Scotland Street,55.960092,-3.195082,0.3,0.7,neighbourhood
Scotsman Steps,55.951217,-3.188518,0.75,0.45,neighbourhood
Scott's Close,55.948178,-3.190358,0.75,0.5,neighbourhood
Seacot,55.968268,-3.150247,0.6,0.7,neighbourhood
Seafield Avenue,55.968269,-3.150516,0.6,0.7,neighbourhood
Seafield Road,55.96912,-3.14309,0.6,0.9,neighbourhood
Seafield Street,55.968292,-3.145859,0.6,0.6405,neighbourhood
Semple's Close,55.949015,-3.19528,0.7,0.5,neighbourhood
Seton Place,55.935425,-3.183365,0.2,0.7,neighbourhood
Shandwick Place,55.948557,-3.211789,0.68,0.6,neighbourhood
Shaw's Place,55.963698,-3.180617,0.45,0.55,neighbourhood
Shaw's Square,55.959228,-3.18661,0.45,0.5,neighbourhood
Shaw's Street,55.963874,-3.180831,0.45,0.5,neighbourhood
Shaw's Terrace,55.963932,-3.181028,0.45,0.55,neighbourhood
Shoemakers Close,55.951985,-3.181192,0.45,0.5238,neighbourhood
Shoemakers Square,55.951673,-3.181265,0.45,0.5,neighbourhood
Shrubhill Walk,55.963236,-3.181577,0.45,0.7,neighbourhood
Sibbald Walk,55.951797,-3.181865,0.45,0.67,neighbourhood
Sienna Gardens,55.938308,-3.183469,0.2,0.55,neighbourhood
Silvermills,55.95945,-3.204228,0.12,0.7099,neighbourhood
Simon Square,55.944744,-3.182665,0.75,0.7,neighbourhood
Simpson Loan,55.943517,-3.194281,0.35,0.6438,neighbourhood
Slateford Road,55.936544,-3.2281,0.15,0.9,neighbourhood
Slater's Steps,55.950623,-3.178314,0.45,0.45,neighbourhood
Sleigh Drive,55.962306,-3.152538,0.45,0.8,neighbourhood
Sleigh Gardens,55.962064,-3.150068,0.45,0.7,neighbourhood
Sloan Street,55.964793,-3.173276,0.45,0.7,neighbourhood
Smith's Place,55.967243,-3.173758,0.6,0.5572,neighbourhood
Somerset Place,55.968954,-3.163569,0.6,0.7,neighbourhood
South Bridge,55.948675,-3.18682,0.75,0.9,neighbourhood
South Clerk Street,55.940394,-3.180556,0.25,0.9,neighbourhood
South College Street,55.947032,-3.186994,0.75,0.6,neighbourhood
South East Circus Place,55.956894,-3.203043,0.3,0.8,neighbourhood
South East Cumberland Street Lane,55.958646,-3.198279,0.3,0.55,neighbourhood
South Elixa Place,55.952483,-3.141798,0.45,0.7,neighbourhood
South Ettrick Road,55.932036,-3.218145,0.15,0.7,neighbourhood
South Gayfield Lane,55.958491,-3.185558,0.45,0.7,neighbourhood
South Gray Street,55.934363,-3.176744,0.2,0.7,neighbourhood
South Gray's Close,55.949751,-3.185088,0.75,0.5213,neighbourhood
South Lauder Road,55.931456,-3.182388,0.2,0.7,neighbourhood
South Learmonth Gardens,55.956359,-3.218763,0.1,0.7,neighbourhood
South Lorne Place,55.966403,-3.172574,0.6,0.7,neighbourhood
South Meadow Walk,55.940632,-3.198087,0.5,0.5,neighbourhood
South Oxford Street,55.939166,-3.176829,0.2,0.7,neighbourhood
South Ramp,55.951704,-3.190332,0.75,0.55,neighbourhood
South Sloan Street,55.963021,-3.17407,0.45,0.7,neighbourhood
South West Cumberland Street Lane,55.958109,-3.20149,0.3,0.55,neighbourhood
Sovereign Court,55.962497,-3.184155,0.45,0.7,neighbourhood
Spence Street,55.935966,-3.170265,0.2,0.7,neighbourhood
Spey Street,55.963695,-3.179128,0.45,0.7,neighbourhood
Spey Street Lane,55.96417,-3.179792,0.45,0.55,neighbourhood
Spey Terrace,55.964057,-3.180518,0.45,0.7,neighbourhood
Spittal Street,55.946436,-3.202876,0.68,0.6,neighbourhood
Spittal Street Lane,55.946469,-3.202345,0.68,0.55,neighbourhood
Spittalfield Crescent,55.941626,-3.178712,0.25,0.75,neighbourhood
Spottiswoode Road,55.936262,-3.195889,0.2,0.7,neighbourhood
Spottiswoode Street,55.937366,-3.197649,0.2,0.7,neighbourhood
Spring Gardens,55.955254,-3.165623,0.45,0.7,neighbourhood
Springfield,55.968089,-3.178026,0.6,0.646,neighbourhood
Springfield Lane,55.967308,-3.175748,0.6,0.7,neighbourhood
Springfield Street,55.968245,-3.176319,0.6,0.6947,neighbourhood
Springwell Place,55.942161,-3.223944,0.35,0.7,neighbourhood
Spylaw Road,55.931994,-3.220489,0.15,0.7,neighbourhood
St Alban's Road,55.93103,-3.18034,0.2,0.7,neighbourhood
St Bernard's Bridge,55.956309,-3.210434,0.12,0.6,neighbourhood
St Catherine's Place,55.937073,-3.184793,0.2,0.7,neighbourhood
St Clair Avenue,55.965726,-3.169117,0.6,0.7,neighbourhood
St Clair Place,55.964179,-3.169371,0.45,0.7,neighbourhood
St Clair Road,55.965041,-3.168982,0.6,0.7,neighbourhood
St Clair Street,55.964043,-3.167776,0.45,0.6,neighbourhood
St David's Place,55.945741,-3.212023,0.4,0.7,neighbourhood
St Giles' Street,55.94995,-3.192271,0.75,0.6,neighbourhood
St James Crescent,55.955041,-3.188796,0.3,0.522,neighbourhood
St John Street,55.950312,-3.180758,0.45,0.6,neighbourhood
St John's Hill,55.94877,-3.181495,0.75,0.5952,neighbourhood
St Leonard's Bank,55.942881,-3.176267,0.25,0.7,neighbourhood
St Leonard's Crag,55.943609,-3.177856,0.25,0.55,neighbourhood
St Leonard's Hill,55.943895,-3.178779,0.75,0.7,neighbourhood
St Leonard's Lane,55.943115,-3.1783,0.25,0.7,neighbourhood
St Leonard's Street,55.942366,-3.178943,0.25,0.8,neighbourhood
St Margaret's Place,55.93492,-3.198727,0.2,0.6452,neighbourhood
St Margaret's Road,55.934472,-3.202317,0.2,0.7,neighbourhood
St Mark's Path,55.968969,-3.195026,0.3,0.5,neighbourhood
St Mary's Street,55.949935,-3.183718,0.75,0.8,neighbourhood
St Patrick Square,55.94329,-3.183658,0.25,0.6597,neighbourhood
St Stephen Place,55.958112,-3.207582,0.12,0.47,neighbourhood
St Stephen Street,55.958217,-3.205504,0.12,0.7,neighbourhood
St Thomas Road,55.930952,-3.186447,0.15,0.7,neighbourhood
St Triduana's Rest,55.960827,-3.148374,0.45,0.7,neighbourhood
St Vincent Place,55.958743,-3.202743,0.3,0.75,neighbourhood
St Vincent Street,55.957745,-3.203062,0.3,0.7,neighbourhood
St. Bernard's Crescent,55.957506,-3.212621,0.12,0.7,neighbourhood
St. Bernard's Row,55.959456,-3.210229,0.12,0.704,neighbourhood
St. Colme Street,55.95309,-3.209668,0.12,0.8,neighbourhood
St. James Place,55.955785,-3.189397,0.3,0.5866,neighbourhood
St. Ninian's Row,55.953911,-3.187551,0.45,0.55,neighbourhood
St. Teresa Place,55.932779,-3.219583,0.15,0.7,neighbourhood
Stable Lane,55.930582,-3.213912,0.15,0.55,neighbourhood
Stafford Street,55.949814,-3.211513,0.68,0.6,neighbourhood
Stafford Street Lane,55.950374,-3.211131,0.68,0.55,neighbourhood
Stanhope Place,55.944979,-3.226676,0.35,0.7,neighbourhood
Stanhope Street,55.945372,-3.227449,0.35,0.7,neighbourhood
Stanley Place,55.956025,-3.165032,0.45,0.5145,neighbourhood
Stanwell Street,55.969619,-3.177456,0.6,0.7,neighbourhood
Stead's Place,55.968453,-3.174987,0.6,0.6701,neighbourhood
Stevenlaw's Close,55.949332,-3.188216,0.75,0.52,neighbourhood
Stoddart Way,55.964246,-3.195364,0.3,0.7,neighbourhood
Strathearn Place,55.933411,-3.202904,0.2,0.8,neighbourhood
Strathearn Road,55.934191,-3.197434,0.2,0.8,neighbourhood
Strathfillan Road,55.934388,-3.198249,0.2,0.55,neighbourhood
Sugarhouse Close,55.950941,-3.17963,0.45,0.503,neighbourhood
Summerbank,55.961197,-3.19492,0.3,0.75,neighbourhood
Summerfield Gardens,55.969346,-3.158034,0.6,0.7,neighbourhood
Summerfield Place,55.96924,-3.160024,0.6,0.7,neighbourhood
Summerhall Square,55.939519,-3.181784,0.2,0.6,neighbourhood
Sunbury Bridge,55.951604,-3.222004,0.1,0.45,neighbourhood
Sunbury Mews,55.951492,-3.220292,0.1,0.7,neighbourhood
Sunbury Place,55.951558,-3.22136,0.1,0.6743,neighbourhood
Sunbury Street,55.951852,-3.220348,0.1,0.7,neighbourhood
Sunnybank Place,55.955981,-3.16209,0.45,0.5,neighbourhood
Sunnybank Terrace,55.955826,-3.162621,0.45,0.5665,neighbourhood
Sunnyside,55.96069,-3.169963,0.45,0.6292,neighbourhood
Surgeon Square,55.948381,-3.184176,0.75,0.55,neighbourhood
Surgeon's Square,55.948583,-3.183178,0.75,0.55,neighbourhood
Sutherland Street,55.944573,-3.226603,0.35,0.6702,neighbourhood
Sylvan Place,55.938774,-3.190121,0.25,0.7,neighbourhood
Tanfield,55.962831,-3.202572,0.12,0.5429,neighbourhood
Tanfield Footbridge,55.962351,-3.202426,0.12,0.45,neighbourhood
Tanners Close,55.947033,-3.200327,0.65,0.55,neighbourhood
Tantallon Place,55.936991,-3.186161,0.15,0.7,neighbourhood
Tarvit Street,55.942305,-3.201642,0.5,0.7,neighbourhood
Tay Street,55.938734,-3.22155,0.15,0.7,neighbourhood
Taylor Place,55.956164,-3.163261,0.45,0.7,neighbourhood
Telfer subway,55.941087,-3.21919,0.4,0.45,neighbourhood
Temple Park Crescent,55.937282,-3.220274,0.15,0.7,neighbourhood
Terrars Croft,55.942262,-3.17679,0.25,0.7,neighbourhood
Teviot Place,55.945533,-3.190178,0.75,0.8,neighbourhood
Teviotdale Place,55.961694,-3.208206,0.12,0.6494,neighbourhood
The Causeway,55.942272,-3.147132,0.2,0.7,neighbourhood
The Dasses,55.948331,-3.163286,0.45,0.35,neighbourhood
The Dry Dam,55.948003,-3.161583,0.45,0.35,neighbourhood
The Field Pathway,55.944405,-3.148775,0.45,0.3599,neighbourhood
The Limes,55.932596,-3.216562,0.15,0.55,neighbourhood
The Measured Walk,55.943593,-3.148917,0.45,0.35,neighbourhood
The Mound,55.950852,-3.196111,0.65,0.7988,neighbourhood
The News Steps,55.950377,-3.192014,0.75,0.45,neighbourhood
The Pend,55.942326,-3.148534,0.2,0.35,neighbourhood
The Quarter Mile,55.951726,-3.156303,0.45,0.35,neighbourhood
The Scotsman Steps,55.951132,-3.188549,0.75,0.45,neighbourhood
The Vennel,55.941928,-3.149322,0.2,0.5,neighbourhood
Thirlestane Road,55.935383,-3.197789,0.2,0.7,neighbourhood
Thistle Place,55.939413,-3.21464,0.4,0.7,neighbourhood
Thistle Street,55.954251,-3.197614,0.3,0.7,neighbourhood
Thistle Street North East Lane,55.954696,-3.196193,0.3,0.55,neighbourhood
Thistle Street North West Lane,55.954166,-3.199341,0.3,0.55,neighbourhood
Thistle Street South East Lane,55.954319,-3.195975,0.3,0.55,neighbourhood
Thistle Street South West Lane,55.953778,-3.199133,0.3,0.55,neighbourhood
Thorntree Street,55.967613,-3.170517,0.6,0.6232,neighbourhood
Thorntreeside,55.966486,-3.168666,0.6,0.7,neighbourhood
Thornybauk,55.944265,-3.205928,0.68,0.7,neighbourhood
Tinto Place,55.969589,-3.183558,0.6,0.7,neighbourhood
Tipperlinn Road,55.930956,-3.215383,0.15,0.7,neighbourhood
Toddrick's Wynd,55.95036,-3.185817,0.75,0.5,neighbourhood
Torphichen Place,55.946569,-3.214226,0.35,0.9,neighbourhood
Torphichen Place Lane,55.946559,-3.214603,0.35,0.55,neighbourhood
Torphichen Street,55.946982,-3.212924,0.35,0.8533,neighbourhood
Townswomen's Guild Walk,55.940923,-3.18763,0.25,0.5,neighbourhood
Tron Square,55.948957,-3.188679,0.75,0.5386,neighbourhood
Trunk's Close,55.950714,-3.185308,0.75,0.4886,neighbourhood
Tweeddale Court,55.950272,-3.184554,0.75,0.4826,neighbourhood
Tynecastle Lane,55.93859,-3.229311,0.45,0.55,neighbourhood
Tytler Court,55.955162,-3.168279,0.45,0.6395,neighbourhood
Tytler Gardens,55.954945,-3.170014,0.45,0.7,neighbourhood
Ulster Crescent,55.949457,-3.144956,0.45,0.6795,neighbourhood
Ulster Drive,55.950565,-3.144415,0.45,0.7,neighbourhood
Ulster Gardens,55.948885,-3.140877,0.45,0.7,neighbourhood
Ulster Terrace,55.948041,-3.141292,0.45,0.7,neighbourhood
Union Path,55.942033,-3.209456,0.4,0.75,neighbourhood
Union Street,55.957768,-3.185723,0.45,0.6,neighbourhood
Union Walk,55.942005,-3.209763,0.4,0.5,neighbourhood
Upper Bow,55.948978,-3.194125,0.7,0.75,neighbourhood
Upper Damside,55.952425,-3.218797,0.1,0.55,neighbourhood
Upper Dean Terrace,55.956193,-3.212745,0.12,0.7,neighbourhood
Upper Gilmore Place,55.940754,-3.208163,0.4,0.7,neighbourhood
Upper Gilmore Terrace,55.940272,-3.208125,0.4,0.7,neighbourhood
Upper Gray Street,55.936137,-3.178576,0.2,0.7,neighbourhood
Upper Greenside Lane,55.956589,-3.185036,0.45,0.45,neighbourhood
Upper Hermitage,55.967136,-3.163978,0.6,0.7,neighbourhood
Usher Mews,55.936638,-3.206625,0.2,0.7,neighbourhood
Vallence's Entry,55.952089,-3.176588,0.45,0.5,neighbourhood
Valleyfield Street,55.941466,-3.202697,0.5,0.7,neighbourhood
Vanburgh Place Lane,55.968612,-3.166259,0.6,0.55,neighbourhood
Veitch's Square,55.958887,-3.208948,0.12,0.6274,neighbourhood
Vennel,55.946215,-3.197051,0.7,0.45,neighbourhood
Ventnor Place,55.931891,-3.168493,0.2,0.7,neighbourhood
Ventnor Terrace,55.931809,-3.170392,0.2,0.7,neighbourhood
Victoria Street,55.948701,-3.193062,0.7,0.75,neighbourhood
Victoria Terrace,55.948608,-3.193964,0.7,0.4948,neighbourhood
Viewcraig Gardens,55.948,-3.18005,0.75,0.6906,neighbourhood
Viewcraig Street,55.948744,-3.178943,0.75,0.7,neighbourhood
Viewforth,55.939175,-3.211317,0.4,0.6606,neighbourhood
Viewforth Gardens,55.937727,-3.207303,0.2,0.7,neighbourhood
Viewforth Square,55.939111,-3.210256,0.4,0.7,neighbourhood
Viewforth Terrace,55.938692,-3.212446,0.4,0.7,neighbourhood
Violet Terrace,55.935969,-3.228167,0.15,0.7,neighbourhood
Volunteer's Walk,55.947518,-3.166746,0.45,0.4052,neighbourhood
Walker Street,55.949462,-3.213653,0.35,0.6393,neighbourhood
Warden's Close,55.947634,-3.194012,0.7,0.55,neighbourhood
Wardrop's Court,55.949667,-3.193272,0.7,0.5,neighbourhood
Warrender Park Crescent,55.938173,-3.20209,0.2,0.7,neighbourhood
Warrender Park Road,55.93803,-3.198041,0.2,0.7013,neighbourhood
Warrender Park Terrace,55.939274,-3.198037,0.2,0.7,neighbourhood
Warriston Avenue,55.968249,-3.201423,0.12,0.7,neighbourhood
Warriston Crescent,55.96434,-3.199963,0.3,0.6015,neighbourhood
Warriston Drive,55.967549,-3.203224,0.12,0.7,neighbourhood
Warriston Gardens,55.968694,-3.203506,0.12,0.7,neighbourhood
Warriston Grove,55.968142,-3.20458,0.12,0.7,neighbourhood
Warriston Path,55.965358,-3.199559,0.3,0.5,neighbourhood
Warriston Road,55.966503,-3.197324,0.3,0.7,neighbourhood
Warriston Terrace,55.968122,-3.203252,0.12,0.7,neighbourhood
Warriston's Close,55.950249,-3.190868,0.75,0.45,neighbourhood
Washington Lane,55.942674,-3.222095,0.35,0.7,neighbourhood
Water of Leith Walkway,55.953919,-3.217047,0.1,0.4393,neighbourhood
Waterloo Place,55.953696,-3.187078,0.45,0.8266,neighbourhood
Watson Crescent,55.937956,-3.221067,0.15,0.6757,neighbourhood
Watson Crescent Lane,55.936919,-3.222616,0.15,0.55,neighbourhood
Waverley Park,55.954649,-3.1671,0.45,0.7,neighbourhood
Waverley Park Terrace,55.954483,-3.166805,0.45,0.45,neighbourhood
Waverley Steps,55.952771,-3.189997,0.3,0.45,neighbourhood
Waverley drop-off point,55.952988,-3.186924,0.45,0.55,neighbourhood
Well Court,55.952071,-3.217775,0.1,0.4636,neighbourhood
Wellington Street,55.958612,-3.176228,0.45,0.7,neighbourhood
Wemyss Place,55.954229,-3.205739,0.3,0.6018,neighbourhood
Wemyss Place Mews,55.954133,-3.206168,0.3,0.55,neighbourhood
West Adam Street,55.947079,-3.183269,0.75,0.7,neighbourhood
West Annandale Street,55.963122,-3.189938,0.3,0.7,neighbourhood
West Bow,55.948309,-3.194342,0.7,0.6698,neighbourhood
West Bryson Road,55.936557,-3.225107,0.15,0.6867,neighbourhood
West Castle Road,55.935053,-3.217122,0.15,0.7,neighbourhood
West Catherine Place,55.944866,-3.228936,0.35,0.7,neighbourhood
West Coates,55.945852,-3.226356,0.35,0.9,neighbourhood
West College Street,55.947284,-3.188171,0.75,0.6,neighbourhood
West Crosscauseway,55.943827,-3.184513,0.25,0.6,neighbourhood
West End Place,55.941788,-3.221823,0.35,0.5295,neighbourhood
West Entry,55.949409,-3.194234,0.7,0.5,neighbourhood
West Footbridge,55.94939,-3.203045,0.65,0.55,neighbourhood
West Grange Gardens,55.930931,-3.188242,0.15,0.55,neighbourhood
West Kilnacre,55.96186,-3.163314,0.45,0.55,neighbourhood
West Maitland Street,55.946908,-3.215443,0.35,0.8034,neighbourhood
West Mayfield,55.933503,-3.176032,0.2,0.7,neighbourhood
West Mill Lane,55.952612,-3.216994,0.1,0.7,neighbourhood
West Montgomery Place,55.959912,-3.178597,0.45,0.5,neighbourhood
West Newington Place,55.937946,-3.179832,0.2,0.6141,neighbourhood
West Norton Place,55.956942,-3.172141,0.45,0.6178,neighbourhood
West Park Place,55.943845,-3.21984,0.35,0.6,neighbourhood
West Port,55.946353,-3.199861,0.65,0.8,neighbourhood
West Register Street,55.953649,-3.190568,0.3,0.6,neighbourhood
West Register Street Lane,55.953524,-3.191002,0.3,0.55,neighbourhood
West Scotland Street Lane,55.959497,-3.195572,0.3,0.55,neighbourhood
West Silvermills Lane,55.959157,-3.204609,0.12,0.7,neighbourhood
West Tollcross,55.942796,-3.206036,0.5,0.7089,neighbourhood
West Winnelstrae,55.969623,-3.226577,0.12,0.7,neighbourhood
Wester Coates Avenue,55.946888,-3.228364,0.35,0.7,neighbourhood
Wester Coates Gardens,55.947846,-3.229041,0.35,0.7,neighbourhood
Wester Coates Place,55.948264,-3.229477,0.35,0.55,neighbourhood
Wester Coates Road,55.946848,-3.229559,0.35,0.7,neighbourhood
Westhall Gardens,55.937987,-3.207991,0.2,0.7,neighbourhood
Weston Gait,55.935729,-3.22823,0.15,0.7,neighbourhood
White Horse Close,55.952741,-3.17567,0.45,0.5,neighbourhood
Whitehouse Loan,55.935181,-3.201779,0.2,0.6696,neighbourhood
Whitehouse Terrace,55.931168,-3.19649,0.2,0.7,neighbourhood
Whyte Place,55.956361,-3.164787,0.45,0.5435,neighbourhood
Wilfrid Terrace,55.954383,-3.150555,0.45,0.7,neighbourhood
William Street,55.949044,-3.213115,0.35,0.6,neighbourhood
William Street North East Lane,55.949596,-3.212634,0.35,0.55,neighbourhood
William Street North West Lane,55.948838,-3.214142,0.35,0.55,neighbourhood
William Street South East Lane,55.949256,-3.21204,0.68,0.55,neighbourhood
William Street South West Lane,55.948526,-3.213726,0.35,0.55,neighbourhood
Willowbrae Avenue,55.952568,-3.148852,0.45,0.7,neighbourhood
Willowbrae Gardens,55.952785,-3.144559,0.45,0.7,neighbourhood
Willowbrae Road,55.952403,-3.144586,0.45,0.9,neighbourhood
Wilson's Court,55.951258,-3.17898,0.45,0.4715,neighbourhood
Windmill Close,55.944152,-3.185251,0.75,0.55,neighbourhood
Windmill Place,55.94423,-3.185288,0.75,0.5,neighbourhood
Windmill Street,55.943928,-3.187112,0.35,0.55,neighbourhood
Windsor Street,55.958646,-3.181891,0.45,0.7,neighbourhood
Windsor Street Lane,55.958868,-3.180778,0.45,0.55,neighbourhood
Wishaw Terrace,55.956813,-3.160818,0.45,0.7,neighbourhood
Wolseley Crescent,55.954376,-3.149975,0.45,0.7,neighbourhood
Woodcroft Road,55.931787,-3.202486,0.2,0.7,neighbourhood
Woodville Terrace,55.966532,-3.162675,0.6,0.7,neighbourhood
World's End Close,55.950397,-3.184453,0.75,0.5,neighbourhood
Wright's Houses,55.940119,-3.203342,0.5,0.7,neighbourhood
Writers' Court,55.949884,-3.190564,0.75,0.5,neighbourhood
Wyvern Park,55.932276,-3.191013,0.15,0.55,neighbourhood
Yeaman Lane,55.939953,-3.218464,0.4,0.55,neighbourhood
Yeaman Place,55.939535,-3.218947,0.4,0.7,neighbourhood
York Lane,55.957005,-3.189601,0.3,0.7,neighbourhood
York Place,55.956272,-3.190589,0.3,0.8,neighbourhood
Young Street,55.952899,-3.205556,0.65,0.7,neighbourhood
Young Street North Lane,55.953099,-3.205577,0.65,0.55,neighbourhood
Young Street South Lane,55.952723,-3.205368,0.65,0.55,neighbourhood
